observation,id,year,risk_ordered,risk_binary,stock_holding,risk_ratio,age,income,retired,education_uni,education_year12,education_year11,education_year10,married,gender,children
9586,117471,2010,1,0,0,0,64,23000,1,1,0,0,0,1,1,0
9587,117474,2010,2,1,1,1,32,96944,0,0,1,0,0,1,1,0
9588,117480,2010,1,0,0,0,74,23439,1,0,0,1,0,1,1,0
9589,117482,2010,2,1,1,0,62,91675,0,0,0,0,1,1,1,0
9590,117516,2010,1,0,0,0,25,35000,0,0,1,0,0,0,1,0
9591,117522,2010,2,1,1,0,39,80000,0,0,0,1,0,0,1,0
9592,117523,2010,1,0,0,0,72,25632,1,1,0,0,0,0,0,0
9593,117527,2010,1,0,0,0,69,18230,1,0,0,0,0,0,0,0
9594,117536,2010,1,0,0,0,52,142826,0,0,0,1,0,1,1,0
9595,117537,2010,2,1,1,0,60,149360,0,0,1,0,0,1,1,0
9596,117545,2010,2,1,1,0,59,27730,1,0,0,0,1,1,1,0
9597,117548,2010,3,1,1,0,31,168187,0,1,0,0,0,1,1,0
9598,117550,2010,2,1,1,0,60,128789,0,0,1,0,0,1,1,0
9599,117552,2010,2,1,1,0,65,248264,0,1,0,0,0,1,1,0
9600,117554,2010,3,1,1,0,59,43000,0,1,0,0,0,0,0,0
9601,117562,2010,2,1,1,0,34,397872,0,1,0,0,0,1,1,0
9602,117564,2010,2,1,1,0,69,27276,1,0,0,0,1,1,1,0
9603,117577,2010,1,0,0,0,71,19361,1,0,0,0,0,0,0,0
9604,117579,2010,1,0,0,0,71,53600,1,0,0,1,0,1,1,0
9605,117589,2010,2,1,1,1,44,146528,0,1,0,0,0,1,1,0
9606,117599,2010,2,1,1,1,64,46782,1,0,0,0,1,1,1,0
9607,117600,2010,2,1,1,0,25,69834,0,1,0,0,0,1,1,0
9608,117601,2010,2,1,1,0,25,38000,0,1,0,0,0,0,1,0
9609,117602,2010,1,0,0,0,46,44775,0,0,1,0,0,0,0,0
9610,117605,2010,2,1,1,1,64,276280,0,1,0,0,0,1,1,0
9611,117613,2010,1,0,0,0,68,24500,1,0,0,0,0,1,1,0
9612,117626,2010,3,1,1,0,50,164940,0,1,0,0,0,1,1,0
9613,117629,2010,1,0,0,0,43,119894,0,1,0,0,0,1,1,0
9614,117640,2010,2,1,1,0,40,170200,0,1,0,0,0,1,1,0
9615,117659,2010,1,0,0,1,61,55100,0,0,0,0,1,0,0,0
9616,117661,2010,1,0,0,0,43,99803,0,0,0,0,0,0,0,1
9617,117668,2010,2,1,1,0,45,100800,0,0,0,0,1,1,1,0
9618,117669,2010,3,1,1,0,45,44807,0,1,0,0,0,0,0,1
9619,117676,2010,2,1,1,0,53,143000,0,0,0,1,0,1,1,2
9620,117680,2010,3,1,1,0,48,64128,0,0,0,0,1,1,1,0
9621,117683,2010,1,0,0,0,52,118000,0,1,0,0,0,0,0,0
9622,117691,2010,1,0,0,1,62,45141,0,0,0,0,1,1,1,0
9623,117707,2010,2,1,1,1,46,48778,0,0,1,0,0,1,1,0
9624,117724,2010,4,1,1,1,33,465000,0,0,1,0,0,1,1,0
9625,117725,2010,2,1,1,1,63,47039,1,0,1,0,0,1,1,0
9626,117733,2010,1,0,0,0,39,326000,0,1,0,0,0,0,1,0
9627,117750,2010,2,1,1,0,73,54380,1,0,1,0,0,1,1,0
9628,117752,2010,1,0,0,0,41,79600,0,0,0,1,0,0,1,0
9629,117753,2010,2,1,1,0,57,129398,0,0,0,0,1,1,1,2
9630,117760,2010,1,0,0,0,44,417131,0,0,0,0,1,1,1,0
9631,117765,2010,2,1,1,0,58,78097,0,1,0,0,0,0,0,0
9632,117771,2010,1,0,0,0,38,26666,0,0,0,0,0,1,1,1
9633,117777,2010,1,0,0,0,37,46929,0,0,1,0,0,0,1,0
9634,117780,2010,2,1,1,0,58,104000,0,1,0,0,0,0,0,0
9635,117791,2010,1,0,0,0,44,77866,0,0,0,0,1,1,1,0
9636,117801,2010,2,1,1,1,47,199100,0,1,0,0,0,1,1,1
9637,117806,2010,1,0,0,0,42,115095,0,1,0,0,0,1,1,0
9638,117807,2010,2,1,1,1,29,108719,0,0,1,0,0,1,1,0
9639,117818,2010,2,1,1,1,62,91161,1,1,0,0,0,1,1,0
9640,117824,2010,2,1,1,0,46,76577,0,0,0,0,1,0,0,0
9641,117827,2010,2,1,1,0,62,110539,0,0,0,0,1,1,1,0
9642,117834,2010,1,0,0,0,53,137700,0,0,1,0,0,1,1,1
9643,117858,2010,2,1,1,0,62,46424,1,1,0,0,0,1,1,0
9644,117859,2010,2,1,1,1,40,74658,0,1,0,0,0,1,1,0
9645,117861,2010,3,1,1,1,64,161053,0,0,0,0,1,1,1,0
9646,117866,2010,1,0,0,0,66,38500,1,1,0,0,0,1,1,0
9647,117867,2010,1,0,0,0,56,33000,0,0,1,0,0,0,1,0
9648,117868,2010,2,1,1,0,58,102600,0,0,0,0,0,1,1,0
9649,117870,2010,2,1,1,0,27,209251,0,0,1,0,0,1,1,0
9650,117874,2010,1,0,0,1,74,79000,0,0,0,0,0,0,0,0
9651,117878,2010,1,0,0,0,57,132120,0,0,1,0,0,1,1,0
9652,117888,2010,1,0,0,0,29,100615,0,0,1,0,0,1,1,0
9653,117890,2010,3,1,1,1,39,87000,0,1,0,0,0,0,1,0
9654,117902,2010,1,0,0,0,69,48468,1,0,0,0,0,1,1,0
9655,117904,2010,2,1,1,1,54,51500,0,0,0,0,1,0,0,0
9656,117907,2010,3,1,1,0,26,36600,0,1,0,0,0,0,1,0
9657,117908,2010,2,1,1,0,45,104909,0,0,0,0,1,1,1,0
9658,117924,2010,2,1,1,0,53,42000,0,0,0,0,1,0,1,0
9659,117928,2010,1,0,0,0,25,30000,0,0,1,0,0,0,0,0
9660,117940,2010,2,1,1,0,64,79648,0,1,0,0,0,0,0,0
9661,117942,2010,3,1,1,0,44,270000,0,1,0,0,0,0,1,0
9662,117949,2010,2,1,1,1,51,194050,0,1,0,0,0,1,1,1
9663,117953,2010,1,0,0,1,71,18055,1,1,0,0,0,0,0,0
9664,117955,2010,4,1,1,1,60,459500,0,1,0,0,0,1,1,0
9665,117956,2010,3,1,1,0,28,32000,0,1,0,0,0,0,1,0
9666,117960,2010,1,0,0,0,49,127302,0,0,0,1,0,1,1,2
9667,117979,2010,2,1,1,0,72,29560,1,0,0,1,0,1,1,0
9668,117985,2010,1,0,0,0,50,78417,0,0,1,0,0,0,0,0
9669,117991,2010,2,1,1,0,52,117000,0,1,0,0,0,1,1,2
9670,118004,2010,1,0,0,1,29,68850,0,0,1,0,0,0,1,0
9671,118007,2010,1,0,0,1,58,116285,0,0,0,1,0,1,1,0
9672,118013,2010,2,1,1,1,66,60414,1,0,0,0,1,1,1,0
9673,118015,2010,1,0,0,0,44,10000,0,1,0,0,0,0,1,0
9674,118022,2010,2,1,1,0,47,85460,0,1,0,0,0,0,0,0
9675,118024,2010,1,0,0,0,28,28694,0,0,1,0,0,0,0,0
9676,118028,2010,3,1,1,0,53,48457,0,1,0,0,0,1,1,0
9677,118040,2010,1,0,0,0,71,120000,1,0,0,0,0,1,1,0
9678,118044,2010,4,1,1,0,28,98400,0,0,0,0,1,1,1,0
9679,118046,2010,2,1,1,1,72,119000,1,1,0,0,0,1,1,0
9680,118059,2010,1,0,0,0,29,34000,0,0,0,0,0,0,1,0
9681,118072,2010,3,1,1,1,53,143170,0,1,0,0,0,0,0,0
9682,118075,2010,1,0,0,0,56,63261,0,0,1,0,0,0,0,1
9683,118084,2010,1,0,0,0,47,90720,0,0,0,0,1,1,1,2
9684,118090,2010,1,0,0,0,68,29204,1,0,0,0,0,1,1,0
9685,118094,2010,2,1,1,1,48,246786,0,1,0,0,0,1,1,2
9686,118099,2010,1,0,0,0,38,92000,0,0,1,0,0,1,1,0
9687,118108,2010,2,1,1,1,56,165056,0,1,0,0,0,1,1,0
9688,118117,2010,2,1,1,0,51,217256,0,0,0,0,1,1,1,0
9689,118141,2010,1,0,0,0,50,34000,0,0,0,0,1,0,0,0
9690,118151,2010,2,1,1,0,54,111302,0,0,0,1,0,1,1,0
9691,118167,2010,2,1,1,0,29,80000,0,0,1,0,0,0,1,0
9692,118168,2010,3,1,1,0,62,91500,0,1,0,0,0,1,1,0
9693,118185,2010,1,0,0,0,43,41867,0,0,0,1,0,0,0,1
9694,118186,2010,2,1,1,0,40,125918,0,0,0,0,1,1,1,1
9695,118193,2010,3,1,1,0,49,265000,0,1,0,0,0,1,1,1
9696,118203,2010,1,0,0,1,50,70000,0,0,1,0,0,0,0,0
9697,118204,2010,2,1,1,0,51,110000,0,1,0,0,0,0,0,0
9698,118206,2010,1,0,0,0,61,62000,0,1,0,0,0,0,0,0
9699,118210,2010,2,1,1,0,43,120000,0,0,0,1,0,1,1,1
9700,118223,2010,1,0,0,0,40,14300,0,0,0,0,1,0,1,0
9701,118225,2010,1,0,0,0,67,18840,1,0,0,0,1,0,0,0
9702,118227,2010,1,0,0,0,35,59019,0,0,0,0,1,1,1,0
9703,118230,2010,1,0,0,0,58,52000,0,0,0,0,1,0,1,0
9704,118239,2010,1,0,0,0,36,54795,0,0,0,0,1,0,1,0
9705,118254,2010,1,0,0,0,35,142970,0,0,0,0,1,1,1,0
9706,118261,2010,1,0,0,0,71,25345,1,0,0,0,0,1,1,0
9707,118265,2010,2,1,1,0,37,163221,0,1,0,0,0,1,1,0
9708,118279,2010,1,0,0,0,41,54300,0,0,1,0,0,0,0,0
9709,118283,2010,2,1,1,0,62,112028,1,1,0,0,0,1,1,0
9710,118286,2010,3,1,1,1,41,266649,0,1,0,0,0,1,1,0
9711,118288,2010,1,0,0,0,71,18556,1,0,0,1,0,0,0,0
9712,118296,2010,2,1,1,0,60,110000,1,0,0,0,1,1,1,0
9713,118299,2010,3,1,1,0,25,60950,0,1,0,0,0,0,1,0
9714,118306,2010,2,1,1,0,38,41200,0,1,0,0,0,0,0,0
9715,118307,2010,2,1,1,0,43,71347,0,1,0,0,0,0,1,0
9716,118309,2010,2,1,1,0,50,90558,0,0,0,0,1,1,1,1
9717,118311,2010,2,1,1,0,50,93600,0,0,0,0,1,1,1,0
9718,118315,2010,1,0,0,0,62,24960,1,0,0,0,0,1,1,0
9719,118323,2010,1,0,0,0,26,45211,0,0,0,1,0,0,0,0
9720,118330,2010,1,0,0,0,26,17500,0,1,0,0,0,0,0,0
9721,118332,2010,2,1,1,1,63,49764,0,0,1,0,0,1,1,1
9722,118363,2010,2,1,1,1,53,219600,0,1,0,0,0,1,1,1
9723,118368,2010,1,0,0,1,47,40585,0,0,1,0,0,0,0,0
9724,118369,2010,2,1,1,0,35,95726,0,0,0,1,0,1,1,0
9725,118376,2010,2,1,1,0,45,60792,0,0,1,0,0,1,1,0
9726,118380,2010,1,0,0,0,56,109036,0,0,0,0,0,1,1,0
9727,118382,2010,1,0,0,0,66,14997,1,0,0,0,0,0,1,0
9728,118383,2010,1,0,0,1,70,166670,1,1,0,0,0,1,1,0
9729,118387,2010,1,0,0,0,65,22100,0,0,0,0,1,1,1,0
9730,118391,2010,2,1,1,0,31,160185,0,1,0,0,0,1,1,0
9731,118394,2010,2,1,1,1,67,12562,1,0,0,0,1,0,1,0
9732,118401,2010,2,1,1,1,73,32028,1,0,0,0,1,1,1,0
9733,118405,2010,1,0,0,0,63,80433,0,1,0,0,0,0,0,0
9734,118410,2010,1,0,0,0,36,66027,0,0,1,0,0,1,1,1
9735,118414,2010,2,1,1,0,49,251300,0,1,0,0,0,1,1,0
9736,118417,2010,2,1,1,0,49,49000,0,0,0,0,0,0,1,0
9737,118419,2010,1,0,0,0,42,177110,0,1,0,0,0,1,1,1
9738,118424,2010,2,1,1,0,30,70447,0,1,0,0,0,0,0,0
9739,118435,2010,2,1,1,1,54,109320,0,0,0,0,1,1,1,1
9740,118443,2010,2,1,1,0,44,145520,0,1,0,0,0,1,1,0
9741,118461,2010,2,1,1,0,74,48099,1,0,0,0,1,1,1,0
9742,118464,2010,2,1,1,0,46,128800,0,0,0,1,0,0,0,0
9743,118467,2010,2,1,1,1,54,129690,0,1,0,0,0,1,1,2
9744,118473,2010,2,1,1,0,32,50157,0,0,1,0,0,1,1,0
9745,118480,2010,1,0,0,0,47,80000,0,0,1,0,0,0,1,0
9746,118481,2010,1,0,0,0,42,34381,0,0,0,0,1,0,0,0
9747,118491,2010,2,1,1,0,51,44607,0,0,0,0,0,0,0,2
9748,118495,2010,2,1,1,0,42,79000,0,0,0,0,1,0,1,0
9749,118496,2010,1,0,0,0,42,97461,0,0,1,0,0,0,0,1
9750,118502,2010,2,1,1,0,43,118150,0,0,1,0,0,1,1,0
9751,118506,2010,2,1,1,0,33,106100,0,1,0,0,0,0,0,0
9752,118511,2010,1,0,0,0,52,120436,0,0,0,0,1,1,1,2
9753,118515,2010,2,1,1,1,66,37000,1,0,0,0,1,0,0,0
9754,118522,2010,1,0,0,0,27,66082,0,0,1,0,0,1,1,0
9755,118526,2010,2,1,1,0,43,145896,0,1,0,0,0,1,1,0
9756,118529,2010,2,1,1,1,58,40700,0,0,0,0,1,1,1,0
9757,118531,2010,1,0,0,0,27,71250,0,0,1,0,0,0,1,0
9758,118532,2010,1,0,0,0,69,18400,1,0,0,0,1,0,1,0
9759,118536,2010,2,1,1,1,52,67050,0,1,0,0,0,1,1,0
9760,118537,2010,1,0,0,0,67,76049,1,1,0,0,0,0,0,0
9761,118552,2010,2,1,1,1,49,71700,0,0,1,0,0,0,1,0
9762,118553,2010,2,1,1,0,36,132200,0,0,0,0,1,1,1,0
9763,118554,2010,1,0,0,1,36,74161,0,0,0,1,0,1,1,0
9764,118565,2010,1,0,0,0,44,97987,0,1,0,0,0,0,0,0
9765,118568,2010,1,0,0,0,46,87992,0,0,0,1,0,0,1,0
9766,118575,2010,1,0,0,0,51,144172,0,0,1,0,0,0,0,1
9767,118583,2010,3,1,1,1,56,216000,0,1,0,0,0,1,1,0
9768,118610,2010,3,1,1,0,31,256302,0,1,0,0,0,1,1,0
9769,118612,2010,1,0,0,0,61,30600,0,0,0,0,1,1,1,0
9770,118613,2010,2,1,1,0,66,32990,0,0,1,0,0,1,1,0
9771,118621,2010,1,0,0,0,32,83516,0,0,1,0,0,1,1,0
9772,118625,2010,1,0,0,0,59,19600,0,0,0,0,1,0,0,0
9773,118627,2010,2,1,1,0,34,67000,0,0,1,0,0,0,1,0
9774,118637,2010,3,1,1,1,43,61743,0,1,0,0,0,1,1,0
9775,118640,2010,1,0,0,0,70,28556,1,0,0,0,0,1,1,0
9776,118646,2010,2,1,1,0,62,94475,0,0,0,0,1,1,1,0
9777,118659,2010,2,1,1,0,67,86789,0,1,0,0,0,1,1,0
9778,118665,2010,1,0,0,0,65,6341,1,0,0,1,0,0,0,0
9779,118666,2010,2,1,1,0,59,133522,0,1,0,0,0,0,0,0
9780,118670,2010,1,0,0,0,40,54180,0,0,0,0,1,1,1,0
9781,118673,2010,3,1,1,0,49,33822,0,0,1,0,0,1,1,0
9782,118694,2010,2,1,1,0,59,198240,0,1,0,0,0,1,1,0
9783,118697,2010,2,1,1,0,30,115985,0,0,0,1,0,1,1,0
9784,118698,2010,2,1,1,1,51,67000,0,1,0,0,0,0,1,0
9785,118699,2010,1,0,0,0,50,63000,0,0,1,0,0,0,0,0
9786,118703,2010,2,1,1,0,62,191000,1,0,0,1,0,1,1,0
9787,118708,2010,1,0,0,0,64,31200,1,0,0,0,1,0,0,0
9788,118709,2010,1,0,0,0,34,129500,0,1,0,0,0,1,1,0
9789,118715,2010,1,0,0,0,71,29705,1,1,0,0,0,0,1,0
9790,118719,2010,1,0,0,0,27,65100,0,0,0,1,0,1,1,0
9791,118721,2010,2,1,1,0,50,169430,0,0,0,0,1,1,1,1
9792,118723,2010,1,0,0,1,61,106633,0,0,0,0,0,1,1,0
9793,118725,2010,2,1,1,0,57,173300,0,0,0,0,1,0,1,0
9794,118729,2010,1,0,0,0,63,30386,1,0,0,0,0,1,1,0
9795,118731,2010,1,0,0,0,57,25080,0,0,1,0,0,0,1,0
9796,118765,2010,2,1,1,0,74,75331,1,0,1,0,0,0,0,0
9797,118766,2010,1,0,0,0,52,99721,0,0,1,0,0,1,1,0
9798,118780,2010,1,0,0,0,60,43548,1,0,0,0,0,0,0,1
9799,118787,2010,1,0,0,0,73,18141,1,0,0,0,1,0,0,0
9800,118789,2010,1,0,0,0,31,97284,0,0,0,1,0,1,1,0
9801,118799,2010,2,1,1,1,40,304200,0,0,1,0,0,1,1,0
9802,118803,2010,2,1,1,0,60,131200,0,1,0,0,0,0,0,0
9803,118806,2010,1,0,0,0,49,113429,0,0,0,0,1,1,1,0
9804,118807,2010,2,1,1,0,42,63700,0,1,0,0,0,0,0,0
9805,118808,2010,1,0,0,0,55,147684,0,1,0,0,0,1,1,0
9806,118813,2010,2,1,1,0,60,57200,0,0,1,0,0,1,1,0
9807,118816,2010,1,0,0,0,47,115654,0,0,0,0,1,1,1,2
9808,118825,2010,1,0,0,0,54,191000,0,1,0,0,0,1,1,0
9809,118831,2010,2,1,1,1,54,258140,0,0,1,0,0,1,1,0
9810,118841,2010,3,1,1,0,38,148300,0,1,0,0,0,1,1,0
9811,118847,2010,3,1,1,0,51,52200,0,0,1,0,0,0,1,0
9812,118852,2010,2,1,1,1,42,103857,0,0,0,0,1,0,1,0
9813,118866,2010,1,0,0,0,42,109737,0,0,1,0,0,1,1,1
9814,118871,2010,3,1,1,0,50,81000,0,0,0,0,1,1,1,0
9815,118873,2010,1,0,0,0,26,64823,0,0,0,0,1,1,1,0
9816,118878,2010,3,1,1,0,49,201680,0,1,0,0,0,1,1,3
9817,118879,2010,2,1,1,0,47,12579,0,0,0,0,1,0,0,0
9818,118894,2010,2,1,1,0,52,33635,0,0,0,0,1,0,0,0
9819,118896,2010,2,1,1,1,51,66800,0,1,0,0,0,0,1,0
9820,118899,2010,2,1,1,0,51,95286,0,0,1,0,0,1,1,0
9821,118903,2010,1,0,0,0,57,15047,0,0,0,0,1,0,0,0
9822,118908,2010,2,1,1,0,46,193950,0,0,0,0,1,1,1,0
9823,118920,2010,1,0,0,0,62,30612,1,0,0,0,0,1,1,0
9824,118930,2010,1,0,0,0,37,57022,0,0,1,0,0,1,1,0
9825,118933,2010,2,1,1,0,54,193461,0,1,0,0,0,1,1,0
9826,118937,2010,1,0,0,0,30,78500,0,1,0,0,0,0,0,0
9827,118938,2010,1,0,0,0,58,104876,0,1,0,0,0,0,0,0
9828,118954,2010,1,0,0,0,43,102926,0,0,0,1,0,1,1,1
9829,118967,2010,2,1,1,0,43,97600,0,0,1,0,0,0,1,0
9830,118968,2010,2,1,1,0,39,20513,0,1,0,0,0,0,0,0
9831,118972,2010,2,1,1,0,49,167175,0,0,0,0,1,1,1,1
9832,118975,2010,1,0,0,1,72,57376,1,0,1,0,0,1,1,0
9833,118987,2010,2,1,1,1,34,145540,0,1,0,0,0,1,1,0
9834,118994,2010,2,1,1,0,61,156000,0,1,0,0,0,0,1,0
9835,118996,2010,3,1,1,1,51,110023,0,1,0,0,0,1,1,0
9836,119006,2010,1,0,0,0,43,97724,0,0,1,0,0,1,1,0
9837,119031,2010,1,0,0,0,34,50350,0,0,1,0,0,0,1,0
9838,119041,2010,1,0,0,0,63,37200,0,1,0,0,0,1,1,0
9839,119045,2010,2,1,1,1,59,16800,1,0,1,0,0,0,0,0
9840,119049,2010,1,0,0,0,70,33360,1,0,0,0,0,1,1,0
9841,119055,2010,1,0,0,0,45,72000,0,0,0,1,0,0,1,0
9842,119056,2010,2,1,1,0,70,72725,0,0,0,0,1,1,1,0
9843,119078,2010,3,1,1,0,57,268000,0,1,0,0,0,1,0,0
9844,119082,2010,2,1,1,0,36,252050,0,1,0,0,0,1,1,0
9845,119093,2010,2,1,1,0,37,108850,0,1,0,0,0,1,1,0
9846,119100,2010,2,1,1,1,48,210800,0,1,0,0,0,1,1,1
9847,119105,2010,2,1,1,0,38,127500,0,1,0,0,0,1,1,0
9848,119106,2010,1,0,0,0,59,49000,0,0,0,0,1,1,1,0
9849,119108,2010,2,1,1,0,52,136251,0,0,0,0,1,1,1,2
9850,119125,2010,2,1,1,0,58,42450,0,0,1,0,0,1,1,0
9851,119137,2010,2,1,1,1,51,171368,0,1,0,0,0,1,1,2
9852,119145,2010,2,1,1,1,74,110427,1,0,1,0,0,1,1,0
9853,119148,2010,1,0,0,0,68,17810,1,0,0,0,1,0,0,0
9854,119158,2010,3,1,1,0,50,191858,0,1,0,0,0,1,1,1
9855,119165,2010,2,1,1,1,63,76186,0,0,0,0,1,1,1,0
9856,119166,2010,2,1,1,0,37,52185,0,1,0,0,0,0,0,0
9857,119182,2010,4,1,1,0,42,130431,0,0,0,0,1,1,1,2
9858,119185,2010,1,0,0,0,33,102928,0,0,1,0,0,1,1,0
9859,119194,2010,1,0,0,0,59,58610,0,0,1,0,0,0,0,0
9860,119197,2010,2,1,1,0,29,99529,0,0,1,0,0,1,1,0
9861,119198,2010,1,0,0,0,51,59768,0,0,0,0,0,1,1,1
9862,119209,2010,1,0,0,0,56,23000,0,0,0,0,0,0,0,0
9863,119213,2010,1,0,0,0,28,55000,0,0,1,0,0,0,0,0
9864,119222,2010,3,1,1,0,42,140000,0,0,0,1,0,1,1,0
9865,119230,2010,2,1,1,0,71,30000,1,0,0,0,1,0,0,0
9866,119231,2010,1,0,0,0,59,44000,0,0,0,0,1,0,0,0
9867,119234,2010,2,1,1,1,48,180000,0,0,1,0,0,1,1,0
9868,119238,2010,1,0,0,0,74,30052,1,0,0,0,0,1,1,0
9869,119260,2010,2,1,1,0,62,85004,0,0,0,1,0,1,1,0
9870,119261,2010,3,1,1,0,28,103300,0,1,0,0,0,1,1,0
9871,119262,2010,2,1,1,0,25,52200,0,1,0,0,0,0,1,0
9872,119264,2010,3,1,1,0,66,223418,0,0,0,0,1,1,1,0
9873,119272,2010,1,0,0,0,55,40000,0,0,1,0,0,0,0,0
9874,119280,2010,2,1,1,0,72,62926,0,0,0,0,1,0,0,0
9875,119282,2010,2,1,1,0,46,470716,0,0,1,0,0,1,1,0
9876,119287,2010,2,1,1,0,42,150520,0,1,0,0,0,1,1,0
9877,119298,2010,2,1,1,0,44,28600,0,0,1,0,0,1,1,0
9878,119301,2010,1,0,0,0,60,49000,0,0,1,0,0,0,0,0
9879,119307,2010,2,1,1,0,35,105646,0,0,0,0,1,1,1,0
9880,119309,2010,1,0,0,1,61,29300,1,0,0,0,1,1,1,0
9881,119313,2010,1,0,0,0,53,95000,0,1,0,0,0,1,1,0
9882,119315,2010,3,1,1,1,27,175001,0,0,1,0,0,1,1,0
9883,119327,2010,1,0,0,0,39,48037,0,0,1,0,0,0,0,0
9884,119337,2010,2,1,1,0,42,104775,0,0,0,0,1,1,1,0
9885,119352,2010,2,1,1,1,52,196776,0,0,0,1,0,1,1,1
9886,119370,2010,1,0,0,0,66,28235,1,0,0,0,0,1,1,0
9887,119373,2010,1,0,0,0,43,51253,0,1,0,0,0,0,0,0
9888,119380,2010,1,0,0,0,37,91345,0,1,0,0,0,1,1,0
9889,119382,2010,2,1,1,0,52,84306,0,0,0,0,1,1,1,0
9890,119387,2010,2,1,1,0,32,89000,0,0,0,0,1,1,1,0
9891,119400,2010,1,0,0,0,47,47000,0,0,0,0,1,0,0,0
9892,119405,2010,2,1,1,1,55,119473,0,1,0,0,0,1,1,0
9893,119406,2010,1,0,0,0,70,45896,1,0,0,0,0,0,0,0
9894,119408,2010,2,1,1,0,57,105801,0,1,0,0,0,1,1,0
9895,119413,2010,2,1,1,0,65,57309,1,0,0,1,0,1,1,0
9896,119415,2010,1,0,0,0,67,29000,1,0,0,0,1,0,0,0
9897,119417,2010,1,0,0,0,56,88754,0,0,1,0,0,1,1,1
9898,119418,2010,1,0,0,0,31,78500,0,0,0,0,1,1,1,0
9899,119421,2010,2,1,1,0,55,304400,0,1,0,0,0,0,0,0
9900,119423,2010,1,0,0,0,57,51560,0,1,0,0,0,1,1,0
9901,119425,2010,1,0,0,1,58,88531,0,0,0,0,1,1,1,0
9902,119428,2010,1,0,0,0,67,20718,1,0,0,1,0,0,1,0
9903,119435,2010,1,0,0,0,56,80418,0,0,0,0,1,1,1,1
9904,119439,2010,2,1,1,0,47,148306,0,0,0,0,1,1,1,0
9905,119452,2010,1,0,0,0,70,26816,1,1,0,0,0,0,0,0
9906,119460,2010,2,1,1,1,40,159000,0,0,1,0,0,1,1,0
9907,119466,2010,2,1,1,0,35,162520,0,1,0,0,0,1,1,0
9908,119471,2010,2,1,1,0,38,50224,0,0,1,0,0,0,0,0
9909,119476,2010,1,0,0,0,32,62000,0,1,0,0,0,0,1,0
9910,119484,2010,1,0,0,0,49,51864,1,0,0,0,0,1,1,1
9911,119488,2010,1,0,0,0,50,44516,0,0,0,1,0,0,0,0
9912,119492,2010,2,1,1,0,67,27574,1,0,0,0,1,0,1,0
9913,119494,2010,3,1,1,1,61,340017,0,0,1,0,0,1,1,1
9914,119503,2010,1,0,0,0,35,77055,0,0,0,1,0,1,1,0
9915,119517,2010,2,1,1,0,64,64000,0,1,0,0,0,0,1,0
9916,119518,2010,1,0,0,0,73,18027,1,0,0,0,0,0,1,0
9917,119525,2010,1,0,0,0,50,136000,0,0,0,0,1,1,1,0
9918,119529,2010,2,1,1,1,42,109806,0,1,0,0,0,1,1,0
9919,119537,2010,1,0,0,0,47,45192,0,1,0,0,0,0,0,1
9920,119547,2010,2,1,1,1,64,34380,1,0,1,0,0,0,0,0
9921,119555,2010,2,1,1,0,63,66505,0,0,1,0,0,0,0,0
9922,119556,2010,1,0,0,0,46,113740,0,1,0,0,0,0,0,0
9923,119558,2010,2,1,1,0,43,52000,0,0,1,0,0,0,1,0
9924,119559,2010,1,0,0,0,40,57426,0,0,1,0,0,0,0,0
9925,119560,2010,2,1,1,0,51,89534,0,0,1,0,0,1,1,2
9926,119580,2010,1,0,0,0,37,66322,0,0,0,1,0,1,1,0
9927,119599,2010,1,0,0,0,38,164203,0,0,1,0,0,1,1,0
9928,119604,2010,3,1,1,1,40,131002,0,1,0,0,0,1,1,0
9929,119606,2010,2,1,1,0,56,152854,0,1,0,0,0,1,1,1
9930,119623,2010,1,0,0,0,55,178800,0,0,0,0,1,1,1,2
9931,119634,2010,2,1,1,0,30,60100,0,0,0,0,1,1,1,0
9932,119637,2010,2,1,1,0,53,112778,0,1,0,0,0,1,1,0
9933,119651,2010,1,0,0,0,61,58174,1,0,0,0,1,1,1,0
9934,119654,2010,1,0,0,1,73,21601,1,0,0,0,0,0,0,0
9935,119656,2010,2,1,1,0,59,172302,0,0,0,0,0,1,1,0
9936,119658,2010,2,1,1,1,54,87592,0,0,0,1,0,1,1,0
9937,119660,2010,3,1,1,1,39,84511,0,0,1,0,0,0,0,0
9938,119664,2010,1,0,0,0,39,46470,0,0,0,0,1,1,1,0
9939,119678,2010,1,0,0,0,50,144800,0,1,0,0,0,1,1,1
9940,119694,2010,2,1,1,0,55,17960,0,0,0,0,0,0,0,0
9941,119695,2010,3,1,1,0,44,124610,0,0,0,0,1,1,1,1
9942,119706,2010,2,1,1,0,50,145540,0,0,0,0,1,1,1,1
9943,119711,2010,1,0,0,0,71,54800,1,1,0,0,0,0,0,0
9944,119716,2010,2,1,1,0,50,137200,0,0,1,0,0,1,1,0
9945,119720,2010,1,0,0,0,34,102336,0,0,1,0,0,1,1,0
9946,119725,2010,2,1,1,0,25,87000,0,0,1,0,0,0,0,0
9947,119727,2010,2,1,1,0,30,132000,0,0,0,0,0,1,1,0
9948,119730,2010,1,0,0,0,55,39500,0,0,0,1,0,0,0,0
9949,119732,2010,1,0,0,0,45,30647,0,0,0,0,1,0,1,0
9950,119742,2010,3,1,1,0,70,156100,0,1,0,0,0,1,1,0
9951,119744,2010,3,1,1,0,48,80818,0,0,0,0,1,1,1,1
